File ID,Sequence ID,Sequence,Date,Time,Camera ID,Camera Make,Location,GPS,Temperature,Battery,SD Memory,Primary Species,Animal Count,Wild Boar Count,Bear Count,Human Count,Vehicle Count,File Path,TECHNICAL DETAILS >>>>>,Map URL,Detection Boxes,Detection Classes,Detection Confidences,Species Classes,Species Confidences,Alert Message
100005_3,100005,3,2024-06-26,08:18:25,WILDBOAR02,Wilsus,Piscul Lat,"X: 25.01059634, Y: 45.326467, Z: 862m",,80,91,Bear,1.0,0.0,1.0,0.0,0.0,../data/photos/Bear/100005_3.jpg,,https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6,"[[0.4197, 0.5611, 0.251, 0.1861]]",['1'],[0.936],['Bear'],[0.9987263083457947],"🚨<b> 1 BEAR DETECTED </b>🚨. . 🕔 Time: 08:18:25. 🌍 Location: Piscul Lat. 📍 <a href='https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6'>Map Link</a>. --------------------. 🧍 Humans: 0. 🚜 Vehicles: 0. 🐗 Wild Boars: 0. 🐻 Bears: 1 (100%). 🦊🦌🦡🦉Others: 0. 📷 ID: 100005 | 2024-06-26. --------------------. Camera ID: WILDBOAR02; Brand: Wilsus; Battery: 80%; Storage: 91%; GPS: X: 25.01059634, Y: 45.326467, Z: 862m"
100005_4,100005,4,2024-06-26,08:18:25,WILDBOAR02,Wilsus,Piscul Lat,"X: 25.01059634, Y: 45.326467, Z: 862m",,80,91,Bear,1.0,0.0,1.0,0.0,0.0,../data/photos/Bear/100005_4.jpg,,https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6,"[[0.2562, 0.5666, 0.2598, 0.1895]]",['1'],[0.943],['Bear'],[0.9988664388656616],"🚨<b> 1 BEAR DETECTED </b>🚨. . 🕔 Time: 08:18:25. 🌍 Location: Piscul Lat. 📍 <a href='https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6'>Map Link</a>. --------------------. 🧍 Humans: 0. 🚜 Vehicles: 0. 🐗 Wild Boars: 0. 🐻 Bears: 1 (100%). 🦊🦌🦡🦉Others: 0. 📷 ID: 100005 | 2024-06-26. --------------------. Camera ID: WILDBOAR02; Brand: Wilsus; Battery: 80%; Storage: 91%; GPS: X: 25.01059634, Y: 45.326467, Z: 862m"
100005_5,100005,5,2024-06-26,08:18:25,WILDBOAR02,Wilsus,Piscul Lat,"X: 25.01059634, Y: 45.326467, Z: 862m",,80,91,Bear,1.0,0.0,1.0,0.0,0.0,../data/photos/Bear/100005_5.jpg,,https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6,"[[0.05885, 0.5833, 0.314, 0.2347]]",['1'],[0.952],['Bear'],[0.9984996318817139],"🚨<b> 1 BEAR DETECTED </b>🚨. . 🕔 Time: 08:18:25. 🌍 Location: Piscul Lat. 📍 <a href='https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6'>Map Link</a>. --------------------. 🧍 Humans: 0. 🚜 Vehicles: 0. 🐗 Wild Boars: 0. 🐻 Bears: 1 (100%). 🦊🦌🦡🦉Others: 0. 📷 ID: 100005 | 2024-06-26. --------------------. Camera ID: WILDBOAR02; Brand: Wilsus; Battery: 80%; Storage: 91%; GPS: X: 25.01059634, Y: 45.326467, Z: 862m"
100006_1,100006,1,2024-06-26,08:18:25,WILDBOAR02,Wilsus,Piscul Lat,"X: 25.01059634, Y: 45.326467, Z: 862m",,80,91,Bear,1.0,0.0,1.0,0.0,0.0,../data/photos/Bear/100006_1.jpg,,https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6,"[[0.7067, 0.5388, 0.2052, 0.1611]]",['1'],[0.947],['Bear'],[0.9972883462905884],"🚨<b> 1 BEAR DETECTED </b>🚨. . 🕔 Time: 08:18:25. 🌍 Location: Piscul Lat. 📍 <a href='https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6'>Map Link</a>. --------------------. 🧍 Humans: 0. 🚜 Vehicles: 0. 🐗 Wild Boars: 0. 🐻 Bears: 1 (100%). 🦊🦌🦡🦉Others: 0. 📷 ID: 100006 | 2024-06-26. --------------------. Camera ID: WILDBOAR02; Brand: Wilsus; Battery: 80%; Storage: 91%; GPS: X: 25.01059634, Y: 45.326467, Z: 862m"
100006_2,100006,2,2024-06-26,08:18:25,WILDBOAR02,Wilsus,Piscul Lat,"X: 25.01059634, Y: 45.326467, Z: 862m",,80,91,Bear,1.0,0.0,1.0,0.0,0.0,../data/photos/Bear/100006_2.jpg,,https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6,"[[0.5749, 0.5444, 0.1942, 0.1749]]",['1'],[0.938],['Bear'],[0.9974017143249512],"🚨<b> 1 BEAR DETECTED </b>🚨. . 🕔 Time: 08:18:25. 🌍 Location: Piscul Lat. 📍 <a href='https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6'>Map Link</a>. --------------------. 🧍 Humans: 0. 🚜 Vehicles: 0. 🐗 Wild Boars: 0. 🐻 Bears: 1 (100%). 🦊🦌🦡🦉Others: 0. 📷 ID: 100006 | 2024-06-26. --------------------. Camera ID: WILDBOAR02; Brand: Wilsus; Battery: 80%; Storage: 91%; GPS: X: 25.01059634, Y: 45.326467, Z: 862m"
100006_3,100006,3,2024-06-26,08:18:25,WILDBOAR02,Wilsus,Piscul Lat,"X: 25.01059634, Y: 45.326467, Z: 862m",,80,91,Bear,1.0,0.0,1.0,0.0,0.0,../data/photos/Bear/100006_3.jpg,,https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6,"[[0.4197, 0.5611, 0.251, 0.1861]]",['1'],[0.936],['Bear'],[0.9987263083457947],"🚨<b> 1 BEAR DETECTED </b>🚨. . 🕔 Time: 08:18:25. 🌍 Location: Piscul Lat. 📍 <a href='https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6'>Map Link</a>. --------------------. 🧍 Humans: 0. 🚜 Vehicles: 0. 🐗 Wild Boars: 0. 🐻 Bears: 1 (100%). 🦊🦌🦡🦉Others: 0. 📷 ID: 100006 | 2024-06-26. --------------------. Camera ID: WILDBOAR02; Brand: Wilsus; Battery: 80%; Storage: 91%; GPS: X: 25.01059634, Y: 45.326467, Z: 862m"
100006_4,100006,4,2024-06-26,08:18:25,WILDBOAR02,Wilsus,Piscul Lat,"X: 25.01059634, Y: 45.326467, Z: 862m",,80,91,Bear,1.0,0.0,1.0,0.0,0.0,../data/photos/Bear/100006_4.jpg,,https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6,"[[0.2562, 0.5666, 0.2598, 0.1895]]",['1'],[0.943],['Bear'],[0.9988664388656616],"🚨<b> 1 BEAR DETECTED </b>🚨. . 🕔 Time: 08:18:25. 🌍 Location: Piscul Lat. 📍 <a href='https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6'>Map Link</a>. --------------------. 🧍 Humans: 0. 🚜 Vehicles: 0. 🐗 Wild Boars: 0. 🐻 Bears: 1 (100%). 🦊🦌🦡🦉Others: 0. 📷 ID: 100006 | 2024-06-26. --------------------. Camera ID: WILDBOAR02; Brand: Wilsus; Battery: 80%; Storage: 91%; GPS: X: 25.01059634, Y: 45.326467, Z: 862m"
100006_5,100006,5,2024-06-26,08:18:25,WILDBOAR02,Wilsus,Piscul Lat,"X: 25.01059634, Y: 45.326467, Z: 862m",,80,91,Bear,1.0,0.0,1.0,0.0,0.0,../data/photos/Bear/100006_5.jpg,,https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6,"[[0.05885, 0.5833, 0.314, 0.2347]]",['1'],[0.952],['Bear'],[0.9984996318817139],"🚨<b> 1 BEAR DETECTED </b>🚨. . 🕔 Time: 08:18:25. 🌍 Location: Piscul Lat. 📍 <a href='https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6'>Map Link</a>. --------------------. 🧍 Humans: 0. 🚜 Vehicles: 0. 🐗 Wild Boars: 0. 🐻 Bears: 1 (100%). 🦊🦌🦡🦉Others: 0. 📷 ID: 100006 | 2024-06-26. --------------------. Camera ID: WILDBOAR02; Brand: Wilsus; Battery: 80%; Storage: 91%; GPS: X: 25.01059634, Y: 45.326467, Z: 862m"
100007_1,100007,1,2024-06-26,04:57:04,WILDBOAR02,Wilsus,Piscul Lat,"X: 25.01059634, Y: 45.326467, Z: 862m",,80,91,Fox,1.0,0.0,0.0,0.0,0.0,../data/photos/Fox/100007_1.jpg,,https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6,"[[0.6302, 0.5805, 0.08645, 0.04513]]",['1'],[0.731],['Fox'],[0.9940270185470581],"🦊<b> 1 Fox Detected </b> 🦡. . 🕔 Time: 04:57:04. 🌍 Location: Piscul Lat. 📍 <a href='https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6'>Map Link</a>. --------------------. 🧍 Humans: 0. 🚜 Vehicles: 0. 🐗 Wild Boars: 0. 🐻 Bears: 0. 🦊🦌🦡🦉Others: 1 (99-100%). 📷 ID: 100007 | 2024-06-26. --------------------. Camera ID: WILDBOAR02; Brand: Wilsus; Battery: 80%; Storage: 91%; GPS: X: 25.01059634, Y: 45.326467, Z: 862m"
100007_2,100007,2,2024-06-26,04:57:04,WILDBOAR02,Wilsus,Piscul Lat,"X: 25.01059634, Y: 45.326467, Z: 862m",,80,91,Fox,1.0,0.0,0.0,0.0,0.0,../data/photos/Fox/100007_2.jpg,,https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6,"[[0.4979, 0.5916, 0.08854, 0.0375]]",['1'],[0.784],['Fox'],[0.9961950778961182],"🦊<b> 1 Fox Detected </b> 🦡. . 🕔 Time: 04:57:04. 🌍 Location: Piscul Lat. 📍 <a href='https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6'>Map Link</a>. --------------------. 🧍 Humans: 0. 🚜 Vehicles: 0. 🐗 Wild Boars: 0. 🐻 Bears: 0. 🦊🦌🦡🦉Others: 1 (99-100%). 📷 ID: 100007 | 2024-06-26. --------------------. Camera ID: WILDBOAR02; Brand: Wilsus; Battery: 80%; Storage: 91%; GPS: X: 25.01059634, Y: 45.326467, Z: 862m"
100007_3,100007,3,2024-06-26,04:57:04,WILDBOAR02,Wilsus,Piscul Lat,"X: 25.01059634, Y: 45.326467, Z: 862m",,80,91,Empty,0.0,0.0,0.0,0.0,0.0,../data/photos/Empty/100007_3.jpg,,https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6,[],[],[],[],[],"🦊<b> 1 Fox Detected </b> 🦡. . 🕔 Time: 04:57:04. 🌍 Location: Piscul Lat. 📍 <a href='https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6'>Map Link</a>. --------------------. 🧍 Humans: 0. 🚜 Vehicles: 0. 🐗 Wild Boars: 0. 🐻 Bears: 0. 🦊🦌🦡🦉Others: 1 (99-100%). 📷 ID: 100007 | 2024-06-26. --------------------. Camera ID: WILDBOAR02; Brand: Wilsus; Battery: 80%; Storage: 91%; GPS: X: 25.01059634, Y: 45.326467, Z: 862m"
100007_4,100007,4,2024-06-26,04:57:04,WILDBOAR02,Wilsus,Piscul Lat,"X: 25.01059634, Y: 45.326467, Z: 862m",,80,91,Empty,0.0,0.0,0.0,0.0,0.0,../data/photos/Empty/100007_4.jpg,,https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6,[],[],[],[],[],"🦊<b> 1 Fox Detected </b> 🦡. . 🕔 Time: 04:57:04. 🌍 Location: Piscul Lat. 📍 <a href='https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6'>Map Link</a>. --------------------. 🧍 Humans: 0. 🚜 Vehicles: 0. 🐗 Wild Boars: 0. 🐻 Bears: 0. 🦊🦌🦡🦉Others: 1 (99-100%). 📷 ID: 100007 | 2024-06-26. --------------------. Camera ID: WILDBOAR02; Brand: Wilsus; Battery: 80%; Storage: 91%; GPS: X: 25.01059634, Y: 45.326467, Z: 862m"
100007_5,100007,5,2024-06-26,04:57:04,WILDBOAR02,Wilsus,Piscul Lat,"X: 25.01059634, Y: 45.326467, Z: 862m",,80,91,Empty,0.0,0.0,0.0,0.0,0.0,../data/photos/Empty/100007_5.jpg,,https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6,[],[],[],[],[],"🦊<b> 1 Fox Detected </b> 🦡. . 🕔 Time: 04:57:04. 🌍 Location: Piscul Lat. 📍 <a href='https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6'>Map Link</a>. --------------------. 🧍 Humans: 0. 🚜 Vehicles: 0. 🐗 Wild Boars: 0. 🐻 Bears: 0. 🦊🦌🦡🦉Others: 1 (99-100%). 📷 ID: 100007 | 2024-06-26. --------------------. Camera ID: WILDBOAR02; Brand: Wilsus; Battery: 80%; Storage: 91%; GPS: X: 25.01059634, Y: 45.326467, Z: 862m"
100008_1,100008,1,2024-06-26,11:52:21,WILDBOAR02,Wilsus,Piscul Lat,"X: 25.01059634, Y: 45.326467, Z: 862m",,80,91,Human,0.0,0.0,0.0,1.0,0.0,../data/photos/Human/100008_1.jpg,,https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6,"[[0.1984, 0.4118, 0.1536, 0.3715]]",['2'],[0.94],[],[],"🚶‍➡️<b> 1 HUMAN(S) DETECTED </b>🚶. . 🕔 Time: 11:52:21. 🌍 Location: Piscul Lat. 📍 <a href='https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6'>Map Link</a>. . <i>Do not share photos of humans outside of FCC. No photos of humans are sent between 21:00 and 06:00 to protect privacy. Authorised users can check fcccameratraps@gmail.com to view the photos.</i>. --------------------. 🧍 Humans: 1. 🚜 Vehicles: 0. 🐗 Wild Boars: 0. 🐻 Bears: 0. 🦊🦌🦡🦉Others: 0. 📷 ID: 100008 | 2024-06-26. --------------------. Camera ID: WILDBOAR02; Brand: Wilsus; Battery: 80%; Storage: 91%; GPS: X: 25.01059634, Y: 45.326467, Z: 862m"
100008_2,100008,2,2024-06-26,11:52:21,WILDBOAR02,Wilsus,Piscul Lat,"X: 25.01059634, Y: 45.326467, Z: 862m",,80,91,Human,0.0,0.0,0.0,1.0,0.0,../data/photos/Human/100008_2.jpg,,https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6,"[[0.3364, 0.4069, 0.1145, 0.3333]]",['2'],[0.944],[],[],"🚶‍➡️<b> 1 HUMAN(S) DETECTED </b>🚶. . 🕔 Time: 11:52:21. 🌍 Location: Piscul Lat. 📍 <a href='https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6'>Map Link</a>. . <i>Do not share photos of humans outside of FCC. No photos of humans are sent between 21:00 and 06:00 to protect privacy. Authorised users can check fcccameratraps@gmail.com to view the photos.</i>. --------------------. 🧍 Humans: 1. 🚜 Vehicles: 0. 🐗 Wild Boars: 0. 🐻 Bears: 0. 🦊🦌🦡🦉Others: 0. 📷 ID: 100008 | 2024-06-26. --------------------. Camera ID: WILDBOAR02; Brand: Wilsus; Battery: 80%; Storage: 91%; GPS: X: 25.01059634, Y: 45.326467, Z: 862m"
100008_3,100008,3,2024-06-26,11:52:21,WILDBOAR02,Wilsus,Piscul Lat,"X: 25.01059634, Y: 45.326467, Z: 862m",,80,91,Human,0.0,0.0,0.0,1.0,0.0,../data/photos/Human/100008_3.jpg,,https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6,"[[0.4671, 0.4076, 0.1, 0.309]]",['2'],[0.952],[],[],"🚶‍➡️<b> 1 HUMAN(S) DETECTED </b>🚶. . 🕔 Time: 11:52:21. 🌍 Location: Piscul Lat. 📍 <a href='https://maps.app.goo.gl/3g6QH2rn6Qw7Aema6'>Map Link</a>. . <i>Do not share photos of humans outside of FCC. No photos of humans are sent between 21:00 and 06:00 to protect privacy. Authorised users can check fcccameratraps@gmail.com to view the photos.</i>. --------------------. 🧍 Humans: 1. 🚜 Vehicles: 0. 🐗 Wild Boars: 0. 🐻 Bears: 0. 🦊🦌🦡🦉Others: 0. 📷 ID: 100008 | 2024-06-26. --------------------. Camera ID: WILDBOAR02; Brand: Wilsus; Battery: 80%; Storage: 91%; GPS: X: 25.01059634, Y: 45.326467, Z: 862m"
